1	一
2	在
3	有
4	个
5	我
6	不
7	这
8	了
9	他
10	也
11	就
12	人
13	都
14	说
15	而
16	我们
17	你
18	了
19	要
20	会
21	对
22	及
23	和
24	与
25	以
26	很
27	种
28	的
29	大
30	能
31	着
32	她
33	那
34	上
35	但
36	年
37	还
38	可以
39	最
40	自己
41	为
42	来
43	所
44	他们
45	两
46	各
47	可
48	为
49	或
50	好
51	等
52	又
53	将
54	因为
55	于
56	由
57	从
58	更
59	被
60	才
61	已
62	者
63	每
64	次
65	把
66	三
67	什么
68	问题
69	其
70	让
71	此
72	做
73	再
74	所以
75	只
76	与
77	则
78	台湾
79	却
80	并
81	位
82	想
83	去
84	呢
85	学生
86	表示
87	到
88	公司
89	将
90	如果
91	社会
92	看
93	小
94	天
95	因此
96	新
97	但是
98	它
99	中
100	使
101	工作
102	全
103	觉得
104	使用
105	这些
106	里
107	并
108	由于
109	时候
110	知道
111	这样
112	一
113	认为
114	时间
115	事
116	过
117	向
118	可能
119	中国
120	美国
121	到
122	和
123	几
124	系统
125	政府
126	大家
127	国家
128	许多
129	生活
130	跟
131	已经
132	大学
133	研究
134	因
135	本
136	二
137	活动
138	该
139	世界
140	应
141	四
142	希望
143	方式
144	内
145	项
146	啊
147	下
148	环境
149	一些
150	必须
151	文化
152	高
153	孩子
154	没有
155	不能
156	如
157	开始
158	元
159	不同
160	仍
161	网路
162	日本
163	用
164	中心
165	来
166	对
167	虽然
168	重要
169	地方
170	进行
171	关系
172	市场
173	太
174	老师
175	提供
176	学校
177	应该
178	指出
179	经济
180	其他
181	家
182	发展
183	教育
184	成为
185	多
186	非常
187	便
188	方面
189	很多
190	吃
191	然后
192	未
193	发现
194	电脑
195	一样
196	而且
197	心
198	不过
199	无法
200	企业
201	正
202	服务
203	较
204	不会
205	台湾
206	曾
207	吗
208	空间
209	看到
210	五
211	如何
212	国内
213	们
214	无
215	对于
216	以及
217	之后
218	可是
219	当
220	人员
221	比
222	先
223	产品
224	资讯
225	资料
226	比较
227	先生
228	地
229	除了
230	大陆
231	需要
232	像
233	在
234	给
235	岁
236	请
237	月
238	些
239	名
240	另
241	若
242	亦
243	地区
244	技术
245	至
246	特别
247	其实
248	国际
249	不要
250	发生
251	参加
252	一定
253	其中
254	问
255	台北
256	包括
257	讲
