一句话	833824
增产	331887
寿司	112078
水产品	107525
华语	100652
出汗	78200
可	46123
打	31223
将	24946
杀	23405
肯定	18531
搞	18263
棒	18253
枪	11850
如此	8305
唯一	8023
舞	7420
呆	6983
疯	6550
猜	6521
令	6425
待	6103
讨厌	5691
控制	5535
糟	5513
偷	5501
糟糕	5213
博士	4881
放弃	4823
怪	4705
瞧	4634
疯狂	4632
聪明	4415
声	4315
除非	4299
拥有	4267
鬼	4202
傻	4192
扔	4145
丢	4088
滚	3992
神	3776
即使	3516
可怜	3428
骗	3419
吓	3408
组织	3373
意识	3300
打扰	3292
好运	3289
线索	3267
撞	3186
秒	3174
命令	3147
剩下	3118
享受	3096
其	3087
恨	3077
陪	3059
真相	3046
自杀	2969
一旦	2922
意味着	2913
居然	2886
拒绝	2880
锁	2790
再次	2784
逃	2759
愿	2739
烂	2676
邀请	2661
尽管	2657
躲	2632
欠	2623
试图	2618
封	2558
厉害	2532
射	2530
醉	2524
私人	2515
臭	2499
子弹	2488
签	2469
颗	2462
只不过	2422
脑子	2401
堆	2326
俱乐部	2317
咬	2304
客气	2251
关键	2248
抢	2228
不幸	2208
恢复	2207
客户	2168
不许	2130
记忆	2128
女性	2080
警告	2064
冠军	2047
尝试	2045
弹	2033
人物	2014
牛	1990
蛋糕	1987
收拾	1941
戏	1929
彼此	1920
吐	1911
尊重	1900
偶像	1873
狂	1869
害	1843
或是	1842
剩	1819
邻居	1803
展示	1801
估计	1748
落	1733
为止	1726
式	1709
时光	1700
仔细	1696
稍	1632
厨房	1623
全都	1600
冒	1590
至	1588
回头	1582
洞	1581
祝贺	1581
靠近	1567
应	1561
饼	1561
协议	1553
接触	1544
之中	1533
逃跑	1530
分析	1521
代价	1520
拍摄	1518
执行	1497
报警	1495
骗子	1489
熊	1470
尤其	1464
盒子	1463
大脑	1461
神经	1433
称	1423
暂时	1418
歌曲	1411
迟	1411
可惜	1407
屋	1401
餐厅	1392
毒	1384
摔	1382
鼻子	1374
分享	1362
后悔	1358
匹	1355
一辈子	1347
加上	1328
神奇	1319
凭	1313
掌握	1287
机器人	1272
浪漫	1267
欣赏	1262
难以	1253
拼	1249
能量	1222
熟悉	1221
滑	1218
认	1208
忍受	1201
插	1198
运	1196
回忆	1195
动手	1192
清理	1183
在场	1178
耳朵	1171
城里	1168
碎	1163
艰难	1160
餐馆	1156
皮肤	1153
全世界	1149
尊敬	1137
区域	1133
玻璃	1133
扇	1127
基地	1123
之外	1122
抱怨	1117
签名	1113
打架	1110
病毒	1110
打击	1105
硬	1100
注射	1098
助手	1084
启动	1081
恋爱	1081
迷人	1074
建筑	1073
损失	1071
自豪	1068
饼干	1064
说法	1058
联络	1051
抬	1050
幅	1047
天才	1046
忍	1043
之内	1041
发射	1041
剪	1034
竞争	1034
动机	1023
礼拜	1023
蛇	1023
扮演	1012
卧室	1006
剧本	1005
盒	1004
证实	1003
一路	1001
辞职	997
搜索	992
到来	990
手段	988
时机	982
打扮	980
起码	979
悲伤	973
年龄	971
拥抱	965
社区	963
助理	962
版	950
稍微	944
饮料	942
敲	936
绕	935
渴望	933
驾驶	931
太空	929
辛苦	913
耐心	909
挡	908
收集	904
男性	904
卫星	901
期望	900
挤	897
达成	890
逃走	888
库	880
礼貌	878
丑	874
乘	868
大事	865
回报	863
戒	860
小偷儿	859
礼	854
喷	853
展现	842
强迫	836
绝望	828
模仿	826
灾难	825
所在	823
正义	823
局长	822
喜剧	817
挣	814
违反	813
出于	811
中央	804
频道	801
物质	800
伸	799
射击	799
旁	788
胡子	788
拔	787
毕竟	786
道德	783
安慰	781
有着	781
肌肉	780
震惊	778
活力	770
不止	758
顾问	757
敏感	756
博物馆	755
摄像机	754
遵守	751
主管	750
摄影师	747
大厅	744
拆	744
答	738
视频	738
治安	737
钢琴	736
尝	734
骂	734
搜	731
详细	714
严肃	713
空中	712
码头	710
散	709
随着	709
本人	705
补偿	704
冲动	700
偷偷	696
