安慰	安慰	ānwèi	comfort, console
岸	岸	àn	bank, shore, beach, coast, CL:個|个[ge4]
岸上	岸上	àn shàng	ashore, on the riverbank
按摩	按摩	ànmó	massage
拔	拔	bá	bare, tear, pluck, choose, take out, stand out among, displume, uproot, pull up, tweak, draw, pull off, deplumate, deplume, pull, surpass, get out, raise, suck out, select, seize, seizure, cool in water, lift, pull_out, pick, capture, yank, pull out, pick off
白酒	白酒	bái jiǔ	spirit usually distilled from sorghum or maize, white spirit
拜訪	拜访	bàifǎng	pay visit, call on
版	版	bǎn	a register, block of printing, edition, version, page
扮演	扮演	bànyǎn	play part of, play part of
棒	棒	bàng	good, fine, strong
包圍	包围	bāo wéi	to surround, to encircle, to hem in
包裝	包装	bāozhuāng	package, packing, packaging
保衛	保卫	bǎo wèi	to defend, to safeguard
保養	保养	bǎoyǎng	take good care of one's health, maintain, keep in good repair
報答	报答	bào dá	to repay, to requite
報警	报警	bào jǐng	to sound an alarm, to report sth to the police
抱怨	抱怨	bàoyuàn	croak, kvetch, scold, quarrel, bitch, squeal, complain, bellyache, plain, grumble, whimper, natter, grizzle, repine, nark, complaint, sound off, nag, whine, quetch, grouch, kick, yammer, backbite, squawk, crab, beef, yawp, rail, rabbit, gripe, inveigh, grouse, moan, holler
背包	背包	bēi bāo	knapsack, rucksack, infantry pack, field pack, blanket roll, CL:個|个[ge4]
悲劇	悲剧	bēijù	tragedy
悲傷	悲伤	bēi shāng	sad, sorrowful
北極	北极	běi jí	the North Pole, the Arctic Pole, the north magnetic pole
被動	被动	bèidòng	passive
輩	辈	bèi	lifetime, generation, group of people, class, classifier for generations, (literary) classifier for people
本人	本人	běnrén	myself, principal, in person, I, me, oneself, identity
鼻子	鼻子	bízi5	nasal, hooter, nozzle, snoot, sneezer, boko, schnozzle, conk, smeller, snout, beezer, proboscis, olfactory organ, snitch, nose, olfactory
比方	比方	bǐ fang	analogy, instance, for instance
比重	比重	bǐzhòng	proportion, specific gravity
彼此	彼此	bǐcǐ	each other, one another, I/me too
必	必	bì	surely, must, certainly, have to, necessarily
必需	必需	bìxū	need
畢竟	毕竟	bìjìng	after all, when all is said and done
閉幕	闭幕	bì mù	the curtain falls, lower the curtain, to come to an end (of a meeting)
閉幕式	闭幕式	bì mù shì	closing ceremony
邊境	边境	biān jìng	frontier, border
編輯	编辑	biānjí	edit, compile
變動	变动	biàndòng	change, fluctuate
便利	便利	biànlì	facilitate
便條	便条	biàn tiáo	(informal) note, CL:張|张[zhang1],個|个[ge4]
便於	便于	biànyū	easy to, convenient for
賓館	宾馆	bīn guǎn	guesthouse, lodge, hotel, CL:個|个[ge4],家[jia1]
餅	饼	bǐng	round flat cake, dumpling, pancake, tortilla, goody, cake, sth. shaped like a cake, a round flat cake
餅乾	饼干	bǐng gān	biscuit, cracker, cookie, CL:片[pian4],塊|块[kuai4]
病毒	病毒	bìngdú	worm, viral, virus
玻璃	玻璃	bōlí	plastic, vitrum, putty, vitreous, nylon, window, windowpane, cutter, glass
博客	博客	bó kè	blog (loanword), weblog, blogger
博覽會	博览会	bólǎnhuì	expo, trade fair, exhibition, exposition, fair, Expo
博士	博士	bóshì	Ph.D, master of any trade/craft, master of any craft, Dr., holder of doctoral degree, master of any trade, Erudite, doctoral, Doctor_of_Philosophy, Ph.D., court academician, craft, "Erudite", Doctor of Philosophy, doctor
博物館	博物馆	bówùguǎn	museum
薄弱	薄弱	bó ruò	weak, frail
不顧	不顾	búgù	ignore
不利	不利	búlì	unfavorable, detrimental;unsuccessful
不耐煩	不耐烦	bù nài fán	impatience, impatient
不幸	不幸	búxìng	unfortunate
不易	不易	búyì	uneasy
補償	补偿	bǔcháng	compensate, make up
補貼	补贴	bǔ tiē	to subsidize, subsidy, allowance, to supplement (one's salary etc), benefit
不曾	不曾	bù céng	hasn't yet, hasn't ever
不得了	不得了	bù dé liǎo	desperately serious, disastrous, extremely, exceedingly
不敢當	不敢当	bù gǎn dāng	lit. I dare not (accept the honor), fig. I don't deserve your praise, you flatter me
不良	不良	bùliáng	unhealthy, harmful, bad
不免	不免	bùmiǎn	unavoidably
不能不	不能不	bùnéngbù	have to, cannot but
不時	不时	bùshí	betweentimes, every so often, frequently, somewhile, at any time, every now and then, often
不停	不停	bùtíng	non-stop
不許	不许	bùxǔ	can't
不止	不止	bù zhǐ	incessantly, without end, more than, not limited to
不足	不足	bùzú	not be enough, not be worth (doing sth.), cannot, should not
部位	部位	bùwèi	segment, part, capsule, aspect, position, region, situs, place
猜	猜	cāi	guess, conjecture, speculation, suspect, put_on, speculate
猜測	猜测	cāicè	guess, surmise
裁判	裁判	cáipàn	judge, referee, umpire
採購	采购	cǎigòu	choose and purchase
彩票	彩票	cǎi piào	lottery ticket
餐館	餐馆	cānguǎn	chophouse, restaurant, porterhouse, osteria, cafe, caff
餐廳	餐厅	cāntīng	dining hall, restaurant, eating place, eating house, hall, dining_room, rathskeller, brasserie, dining room/hall, refectory, dining room, lunchroom, diner, inn
餐飲	餐饮	cānyǐn	catering, foods, table
草原	草原	cǎoyuán	veld, ley, steppe, plain, pastureland, pasture, grassland, lea, grass, campo, prairie, grazing land, grasslands
冊	册	cè	m.[general]
層次	层次	céngcì	administrative levels, rank order, arrangement, arrangement of ideas, stratification, levels, gradation, level, grade, hierarchy, coat, place
叉	叉	chā, chá, chǎ	fork, pitchfork, prong, pick, cross, intersect, 'X', to cross, be stuck, to diverge, to open (as legs)
叉子	叉子	chā zi	fork, CL:把[ba3]
差別	差别	chābié	disparity, contrast, difference, discrepancy, differentiation, distinction, differential
差距	差距	chājù	spatial difference
插	插	chā	stuff, plug, get_in, insertion, insert, poke, thrust, tip, interposition, squeeze, stick, interpose, stick_in, stick in, shove
查詢	查询	cháxún	inquire into/about
差點兒	差点儿	chàdiǎnr	not quite, not good enough, almost, barely, a bit different, just about to, nearly starting, on the verge of, erhua variant of 差點|差点[cha4 dian3]
拆	拆	chāi	section, disaffiliate, unseal, rip, dismantle, dismantlement, unweave, pull down, take apart, tear open
拆除	拆除	chāichú	demolish, remove
產業	产业	chǎnyè	estate, manufacture, industry, domain, manufacturing, property
長度	长度	chángdù	long measure, extent, long_measure, measurement, length, yardage, longness, linear measure
長壽	长寿	cháng shoù	Changshou suburban district of Chongqing municipality, formerly in Sichuan, longevity, ability to live long, long lived
膓	肠	cháng	intestines, old variant of 腸|肠[chang2]
甞	尝	cháng	to taste, to try, to experience, already, ever, once, old variant of 嘗|尝[chang2]
嘗試	尝试	chángshì	attempt, try
廠長	厂长	chǎng zhǎng	factory director
場面	场面	chángmiàn	occasion, tableaux, locale, front, theatre, appearance, facade, theater, scene, spectacle, scope
倡導	倡导	chàng dǎo	to advocate, to initiate, to propose, to be a proponent of (an idea or school of thought)
超越	超越	chāoyuè	overpass, get_ahead, outdo, overshoot, outstrip, overstep, excel, outgo, outgrow, outmatch, overpeer, surpass, tower, exceed, overrun, outrun, transcend, cut_across, forerun, outclass, soar, transgress, antecede, beggar, break, outdistance, surmount
車主	车主	chē zhǔ	vehicle owner
稱	称	chēng	call
稱號	称号	chēng hào	name, term of address, title
成本	成本	chéngběn	cost
成交	成交	chéngjiāo	conclude a transaction, clinch a deal, strike a bargain, close a deal
成效	成效	chéngxiào	effect, result
成語	成语	chéng yǔ	Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation, idiom, proverb, saying, adage, CL:條|条[tiao2],本[ben3],句[ju4]
承辦	承办	chéngbàn	undertake
城裏	城里	chénglǐ	In the city
乘	乘	chéng	ride
乘車	乘车	chéng chē	to ride (in a car or carriage), to drive, to motor
乘客	乘客	chéngkè	fare, rider, passenger
乘坐	乘坐	chéng zuò	to ride (in a vehicle)
吃力	吃力	chī lì	to entail strenuous effort, to toil at a task, strenuous, laborious, strain
池子	池子	chí zi	pond, bathhouse pool, dance floor of a ballroom, (old) stalls (front rows in a theater)
遲	迟	chí	late
衝動	冲动	chōngdòng	get excited, be impetuous
衝突	冲突	chōngtú	conflict, clash
充足	充足	chōngzú	ample
愁	愁	choú	to worry about
醜	丑	choǔ	surname Chou, shameful, ugly, disgraceful
臭	臭	chòu	whiff, foul, malodorous, disgraceful, stinking, odorous, disgusting
出版	出版	chūbǎn	come off the press, publish, come out
出差	出差	chū chāi	to go on an official or business trip
出汗	出汗	chū hàn	to perspire, to sweat
出於	出于	chūyū	proceed from, start from, stem from, start, proceed
初期	初期	chū qī	initial stage, beginning period
除非	除非	chúfēi	conj.: only if/when, unless
除夕	除夕	Chú xī	lunar New Year's Eve
廚房	厨房	chúfáng	office, cookery, cookhouse, kitchen, cookroom, but, caboose
處罰	处罚	chǔfá	punish, penalize
處分	处分	chǔfèn	punishment
處在	处在	chǔzài	be in, be (in a certain condition), be
傳達	传达	chuándá	pass on, transmit, communicate
傳遞	传递	chuándì	transmit, deliver, transfer
傳真	传真	chuánzhēn	portraiture, facsimile, fax
