安慰	安慰	ānwèi	comfort, console
岸	岸	àn	bank, shore, beach, coast, CL:個|个[ge4]
岸上	岸上	ànshàng	ashore, on the riverbank
拔	拔	bá	bare, tear, pluck, choose, take out, stand out among, displume, uproot, pull up, tweak, draw, pull off, deplumate, deplume, pull, surpass, get out, raise, suck out, select, seize, seizure, cool in water, lift, pull_out, pick, capture, yank, pull out, pick off
按摩	按摩	ànmó	massage
白酒	白酒	báijiǔ	spirit usually distilled from sorghum or maize, white spirit
扮演	扮演	bànyǎn	play part of, play part of
拜訪	拜访	bàifǎng	pay visit, call on
包圍	包围	bāowéi	to surround, to encircle, to hem in
包裝	包装	bāozhuāng	package, packing, packaging
版	版	bǎn	a register, block of printing, edition, version, page
棒	棒	bàng	good, fine, strong
保衛	保卫	bǎowèi	to defend, to safeguard
報答	报答	bàodá	to repay, to requite
報警	报警	bào jǐng	to sound an alarm, to report sth to the police
背包	背包	bēibāo	knapsack, rucksack, infantry pack, field pack, blanket roll, CL:個|个[ge4]
保養	保养	bǎoyǎng	take good care of one's health, maintain, keep in good repair
悲傷	悲伤	bēishāng	sad, sorrowful
悲劇	悲剧	bēijù	tragedy
抱怨	抱怨	bàoyuan	croak, kvetch, scold, quarrel, bitch, squeal, complain, bellyache, plain, grumble, whimper, natter, grizzle, repine, nark, complaint, sound off, nag, whine, quetch, grouch, kick, yammer, backbite, squawk, crab, beef, yawp, rail, rabbit, gripe, inveigh, grouse, moan, holler
被動	被动	bèidòng	passive
輩	辈	bèi	lifetime, generation, group of people, class, classifier for generations, (literary) classifier for people
本人	本人	běnrén	myself, principal, in person, I, me, oneself, identity
鼻子	鼻子	bízi	nasal, hooter, nozzle, snoot, sneezer, boko, schnozzle, conk, smeller, snout, beezer, proboscis, olfactory organ, snitch, nose, olfactory
比方	比方	bǐfang	analogy, instance, for instance
比重	比重	bǐzhòng	proportion, specific gravity
北極	北极	běijí	the North Pole, the Arctic Pole, the north magnetic pole
必需	必需	bìxū	need
畢竟	毕竟	bìjìng	after all, when all is said and done
閉幕	闭幕	bì mù	the curtain falls, lower the curtain, to come to an end (of a meeting)
彼此	彼此	bǐcǐ	each other, one another, I/me too
閉幕式	闭幕式	bìmùshì	closing ceremony
編輯	编辑	biānjí	edit, compile
必	必	bì	surely, must, certainly, have to, necessarily
便利	便利	biànlì	facilitate
變動	变动	biàndòng	change, fluctuate
便條	便条	biàntiáo	(informal) note, CL:張|张[zhang1],個|个[ge4]
邊境	边境	biānjìng	frontier, border
便於	便于	biànyú	easy to, convenient for
賓館	宾馆	bīnguǎn	guesthouse, lodge, hotel, CL:個|个[ge4],家[jia1]
病毒	病毒	bìngdú	worm, viral, virus
餅乾	饼干	bǐnggān	biscuit, cracker, cookie, CL:片[pian4],塊|块[kuai4]
博客	博客	bókè	blog (loanword), weblog, blogger
餅	饼	bǐng	round flat cake, dumpling, pancake, tortilla, goody, cake, sth. shaped like a cake, a round flat cake
玻璃	玻璃	bōli	plastic, vitrum, putty, vitreous, nylon, window, windowpane, cutter, glass
博士	博士	bóshì	Ph.D, master of any trade/craft, master of any craft, Dr., holder of doctoral degree, master of any trade, Erudite, doctoral, Doctor_of_Philosophy, Ph.D., court academician, craft, erudite, Doctor of Philosophy, doctor
博覽會	博览会	bólǎnhuì	expo, trade fair, exhibition, exposition, fair, Expo
博物館	博物馆	bówùguǎn	museum
不利	不利	bùlì	unfavorable, detrimental;unsuccessful
薄弱	薄弱	bóruò	weak, frail
不耐煩	不耐烦	bù nàifán	impatience, impatient
不顧	不顾	bùgù	ignore
補償	补偿	bǔcháng	compensate, make up
不幸	不幸	bùxìng	unfortunate
不易	不易	bùyì	uneasy
不曾	不曾	bùcéng	hasn't yet, hasn't ever
不得了	不得了	bù déliǎo	desperately serious, disastrous, extremely, exceedingly
補貼	补贴	bǔtiē	to subsidize, subsidy, allowance, to supplement (one's salary etc), benefit
不敢當	不敢当	bù gǎndāng	lit. I dare not (accept the honor), fig. I don't deserve your praise, you flatter me
不免	不免	bùmiǎn	unavoidably
不時	不时	bùshí	betweentimes, every so often, frequently, somewhile, at any time, every now and then, often
不能不	不能不	bùnéngbù	have to, cannot but
不停	不停	bùtíng	non-stop
不許	不许	bùxǔ	can't
不良	不良	bùliáng	unhealthy, harmful, bad
部位	部位	bùwèi	segment, part, capsule, aspect, position, region, situs, place
不止	不止	bùzhǐ	incessantly, without end, more than, not limited to
猜測	猜测	cāicè	guess, surmise
不足	不足	bùzú	not be enough, not be worth (doing sth.), cannot, should not
採購	采购	cǎigòu	choose and purchase
裁判	裁判	cáipàn	judge, referee, umpire
猜	猜	cāi	guess, conjecture, speculation, suspect, put_on, speculate
餐館	餐馆	cānguǎn	chophouse, restaurant, porterhouse, osteria, cafe, caff
餐廳	餐厅	cāntīng	dining hall, restaurant, eating place, eating house, hall, dining_room, rathskeller, brasserie, dining room/hall, refectory, dining room, lunchroom, diner, inn
彩票	彩票	cǎipiào	lottery ticket
草原	草原	cǎoyuán	veld, ley, steppe, plain, pastureland, pasture, grassland, lea, grass, campo, prairie, grazing land, grasslands
層次	层次	céngcì	administrative levels, rank order, arrangement, arrangement of ideas, stratification, levels, gradation, level, grade, hierarchy, coat, place
冊	册	cè	m.[general]
餐飲	餐饮	cānyǐn	catering, foods, table
叉子	叉子	chāzi	fork, CL:把[ba3]
差別	差别	chābié	disparity, contrast, difference, discrepancy, differentiation, distinction, differential
差距	差距	chājù	spatial difference
查詢	查询	cháxún	inquire into/about
插	插	chā	stuff, plug, get_in, insertion, insert, poke, thrust, tip, interposition, squeeze, stick, interpose, stick_in, stick in, shove
叉	叉	chā	fork, pitchfork, prong, pick, cross, intersect, 'X', to cross, be stuck, to diverge, to open (as legs)
差點兒	差点儿	chàdiǎnr5	not quite, not good enough, almost, barely, a bit different, just about to, nearly starting, on the verge of, erhua variant of 差點|差点[cha4 dian3]
拆除	拆除	chāichú	demolish, remove
拆	拆	chāi	section, disaffiliate, unseal, rip, dismantle, dismantlement, unweave, pull down, take apart, tear open
長度	长度	chángdù	long measure, extent, long_measure, measurement, length, yardage, longness, linear measure
長壽	长寿	chángshòu	Changshou suburban district of Chongqing municipality, formerly in Sichuan, longevity, ability to live long, long lived
產業	产业	chǎnyè	estate, manufacture, industry, domain, manufacturing, property
腸	肠	cháng	intestines, old variant of 腸|肠[chang2]
嘗	尝	cháng	to taste, to try, to experience, already, ever, once, old variant of 嘗|尝[chang2]
嘗試	尝试	chángshì	attempt, try
廠長	厂长	chǎngzhǎng	factory director
場面	场面	chǎngmiàn	occasion, tableaux, locale, front, theatre, appearance, facade, theater, scene, spectacle, scope
超越	超越	chāoyuè	overpass, get_ahead, outdo, overshoot, outstrip, overstep, excel, outgo, outgrow, outmatch, overpeer, surpass, tower, exceed, overrun, outrun, transcend, cut_across, forerun, outclass, soar, transgress, antecede, beggar, break, outdistance, surmount
倡導	倡导	chàngdǎo	to advocate, to initiate, to propose, to be a proponent of (an idea or school of thought)
稱	称	chēng	call
車主	车主	chēzhǔ	vehicle owner
稱號	称号	chēnghào	name, term of address, title
成交	成交	chéng jiāo	conclude a transaction, clinch a deal, strike a bargain, close a deal
成效	成效	chéngxiào	effect, result
成本	成本	chéngběn	cost
成語	成语	chéngyǔ	Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation, idiom, proverb, saying, adage, CL:條|条[tiao2],本[ben3],句[ju4]
承辦	承办	chéngbàn	undertake
城裡	城里	chénglǐ	In the city
乘	乘	chéng	ride
乘車	乘车	chéngchē	to ride (in a car or carriage), to drive, to motor
乘坐	乘坐	chéngzuò	to ride (in a vehicle)
吃力	吃力	chīlì	to entail strenuous effort, to toil at a task, strenuous, laborious, strain
池子	池子	chízi	pond, bathhouse pool, dance floor of a ballroom, (old) stalls (front rows in a theater)
乘客	乘客	chéngkè	fare, rider, passenger
衝動	冲动	chōngdòng	get excited, be impetuous
遲	迟	chí	late
充足	充足	chōngzú	ample
衝突	冲突	chōngtū	conflict, clash
愁	愁	chóu	to worry about
臭	臭	chòu	whiff, foul, malodorous, disgraceful, stinking, odorous, disgusting
醜	丑	chǒu	surname Chou, shameful, ugly, disgraceful
出差	出差	chū chāi	to go on an official or business trip
出版	出版	chūbǎn	come off the press, publish, come out
出汗	出汗	chū hàn	to perspire, to sweat
初期	初期	chūqī	initial stage, beginning period
出於	出于	chūyú	proceed from, start from, stem from, start, proceed
除非	除非	chúfēi	conj.: only if/when, unless
廚房	厨房	chúfáng	office, cookery, cookhouse, kitchen, cookroom, but, caboose
處罰	处罚	chǔfá	punish, penalize
除夕	除夕	chúxī	lunar New Year's Eve
處分	处分	chǔfèn	punishment
傳達	传达	chuándá	pass on, transmit, communicate
傳遞	传递	chuándì	transmit, deliver, transfer
傳真	传真	chuánzhēn	portraiture, facsimile, fax
窗簾	窗帘	chuānglián	window curtains
處在	处在	chǔzài	be in, be (in a certain condition), be
