7	1（4）	半	bàn	数、（副）
43	1（4）	对	duì	形、介、（动、量）
72	1（2）（4）	好	hǎo	形、（副）、（动）
88	1（4）	叫	jiào	动、（介）
172	1（4）	日	rì	量、（名）
259	1（4）	一下	yíxià	数量、（副）
283	1（4）	真	zhēn	副、（形）
324	2（4）	从	cóng	介、（副）
334	2（4）	等1	děng	动、（介）
335	2（4）	点2	diǎn	动、（名、量）
363	2（4）	间	jiān	量、（名）
394	2（4）	绿色	lǜsè	名、（形）
398	2（4）	每	měi	代、（副）
422	2（4）	让	ràng	动、（介）
653	3（4）	关系	guānxì	名、（动）
703	3（4）	节	jié	量、名、（动）
745	3（4）	老	lǎo	形、前缀、（副）
790	3（4）	怕	pà	动、（副）
884	3（4）（7-9）	像	xiàng	动、（副）、（名）
1001	4	啊	ā	叹
1002	4	爱情	àiqíng	名
1003	4	爱心	àixīn	名
1004	4	按	àn	动、介
1005	4	安检	ānjiǎn	动
1006	4	安排	ānpái	动
1007	4	按时	ànshí	副
1008	4	按照	ànzhào	介
1009	4	白酒	báijiǔ	名
1010	4（5）	棒	bàng	形、（名）
1011	4	办公	bàngōng	动
1012	4	办理	bànlǐ	动
1013	4	办事	bànshì	动
1014	4	抱	bào	动
1015	4	保护	bǎohù	动
1016	4	报考	bàokǎo	动
1017	4	报名	bàomíng	动
1018	4	抱歉	bàoqiàn	形
1019	4	保证	bǎozhèng	动、名
1020	4	倍	bèi	量
1021	4	背	bēi	动
1022	4	背包	bēibāo	名
1023	4	北部	běibù	名
1024	4	笨	bèn	形
1025	4	本科	běnkē	名
1026	4	本来	běnlái	形、副
1027	4	便于	biànyú	动
1028	4（7-9）	表	biǎo	名、（动）
1029	4	表格	biǎogé	名
1030	4	表示	biǎoshì	动
1031	4	表现	biǎoxiàn	动
1032	4	表扬	biǎoyáng	动
1033	4	标准	biāozhǔn	名、形
1034	4	并	bìng	动、副、连
1035	4	饼干	bǐnggān	名
1036	4	并且	bìngqiě	连
1037	4	笔试	bǐshì	动
1038	4	毕业	bìyè	动
1039	4	毕业生	bìyèshēng	名
1040	4	鼻子	bízi	名
1041	4	播放	bōfàng	动
1042	4	博士	bóshì	名
1043	4	步	bù	名
1044	4	部	bù	名、量
1045	4	不必	búbì	副
1046	4	不便	búbiàn	形、动
1047	4	不得不	bùdébù	副
1048	4	不断	búduàn	动、副
1049	4	部分	bùfen	名
1050	4	不够	búgòu	动、副
1051	4	不管	bùguǎn	连
1052	4	不光	bùguāng	副、连
1053	4（5）	不过	búguò	连、（副）
1054	4	不仅	bùjǐn	连
1055	4	不论	búlùn	连
1056	4	不满	bùmǎn	形
1057	4	部门	bùmén	名
1058	4	不如	bùrú	动
1059	4	擦	cā	动
1060	4	猜	cāi	动
1061	4	材料	cáiliào	名
1062	4	参观	cānguān	动
1063	4	参赛	cānsài	动
1064	4	餐厅	cāntīng	名
1065	4	操场	cāochǎng	名
1066	4	厕所	cèsuǒ	名
1067	4	查看	chákàn	动
1068	4	厂	chǎng	名
1069	4	场	chǎng	量
1070	4	产生	chǎnshēng	动
1071	4	超过	chāoguò	动
1072	4	茶叶	cháyè	名
1073	4	差（一）点儿	chà(yì)diǎnr	形、副
1074	4	查找	cházhǎo	动
1075	4	城	chéng	名
1076	4	乘1	chéng	动
1077	4	成功	chénggōng	动、形
1078	4	乘客	chéngkè	名
1079	4	诚实	chéngshí	形
1080	4	成为	chéngwéi	动
1081	4	乘坐	chéngzuò	动
1082	4	车速	chēsù	名
1083	4	车位	chēwèi	名
1084	4	迟	chí	形
1085	4	吃惊	chījīng	动
1086	4（5）	重	chóng	副、（动）
1087	4	重新	chóngxīn	副
1088	4	窗	chuāng	名
1089	4	窗户	chuānghu	名
1090	4	出差	chūchāi	动
1091	4	厨房	chúfáng	名
1092	4	吹	chuī	动
1093	4（5）	出口	chūkǒu	名、（动）
1094	4	厨师	chúshī	名
1095	4	出现	chūxiàn	动
1096	4	出行	chūxíng	动
1097	4	出租	chūzū	动
1098	4	此	cǐ	代
1099	4	此次	cǐ cì	
1100	4	此外	cǐwài	连
1101	4	词语	cíyǔ	名
1102	4	从此	cóngcǐ	副
1103	4	从来	cónglái	副
1104	4	从中	cóngzhōng	副
1105	4	粗	cū	形
1106	4	存	cún	动
1107	4	村	cūn	名
1108	4	错过	cuòguò	动
1109	4	错误	cuòwù	形、名
1110	4	粗心	cūxīn	形
1111	4	答	dá	动
1112	4	打招呼	dǎ zhāohu	
1113	4	答案	dá'àn	名
1114	4	大巴	dàbā	名
1115	4	打败	dǎbài	动
1116	4	大大	dàdà	副
1117	4	达到	dádào	动
1118	4	打工	dǎgōng	动
1119	4	戴	dài	动
1120	4	待	dāi	动
1121	4	大夫	dàifu	名
1122	4	袋子	dàizi	名
1123	4	大量	dàliàng	形
1124	4	当	dāng	动、介
