啊	啊	a	particle: used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation
愛情	爱情	àiqíng	god, warmheartedness, affection, love_affair, heart, kindness, tenderness, bosom, love, fondness, romantic love, affectionateness
安靜	安静	ānjìng	lull, quieten, quiesce, dummy, quiet down, quiet, hush, pipe down, peaceful
安全	安全	ānquán	safe, secure
愛人	爱人	àiren	spouse (PRC), lover (non-PRC), CL:個|个[ge4]
班長	班长	bānzhǎng	monitor, (work) team leader, squad leader, team leader, class monitor
辦	办	bàn	punish (by law), manage, get ... ready, set_up, buy a fair amount of, set up, run, management, handle, tackle, attend to, do, punish, bring ... to justice
辦法	办法	bànfǎ	road, expedient, policy, agency, measure, way, method, means
辦公室	办公室	bàngōngshì	agency, office, authority, government agency, bureau
白色	白色	báisè	White, white, whiteness, White (as symbol of anticommunism), white (color)
幫助	帮助	bāngzhù	aid, bridge_over, help, bestead, bring_on, tide_over, serve, support, facilitate, accommodate, carry_through, assist, administer, attend_to, assistance, befriend, further, favour
報名	报名	bào míng	register, inscribe, enter, enroll, enrol, enter one's name, sign up, recruit
飽	饱	bǎo	to eat till full, satisfied
半夜	半夜	bànyè	midnight, in the middle of the night
報紙	报纸	bàozhǐ	paper, headliner, newspaper publisher, tabloid, copyreader, newspaper, rag, courant, newsprint, sheet, gazette, dailies
北方	北方	běifāng	norland, septentrion, compass north, northern part of country, northernness, northern, magnetic north, northward, north, the North, the northern part of the country
比如說	比如说	bǐrúshuō	For example
比如	比如	bǐrú	for example, for instance, such as
筆記	笔记	bǐjì	short sketches, adversaria, notes, note
筆	笔	bǐ	m.[general]
背	背	bèi	learn by heart, recite from memory
筆記本	笔记本	bǐjìběn	notebook (stationery), CL:本[ben3], notebook (computing)
邊	边	biān	border, boundary
變	变	biàn	change, transform
必須	必须	bìxū	must
遍	遍	biàn	m.[activity]
變成	变成	biàn chéng	grow_into, change into, go, form, grow into, change state, develop into, turn to, fall, turn_into, be, turn, become, turn into, grow, run, get
不錯	不错	bùcuò	not bad, pretty good;correct, right
不夠	不够	bùgòu	not enough, insufficient, inadequate
不但	不但	bùdàn	conj.: not only
不過	不过	bùguò	conj.: but, however, only
不太	不太	bù tài	Not too
錶	表	biǎo	table, form, list
不好意思	不好意思	bù hǎoyìsi	embarrassed, be ill at ease, find it embarrassing, feel embarrassed
不滿	不满	bùmǎn	resentful, dissatisfied
不要	不要	bùyào	never, noway, don't want, don't (do sth.)
不如	不如	bùrú	be unequal/inferior to
不久	不久	bùjiǔ	not long (after), before too long, soon, soon after
不少	不少	bùshǎo	det.: a lot of
不同	不同	bùtóng	different
不行	不行	bù xíng	won't do, be out of the question, be no good, not work, not be capable
不一定	不一定	bùyīdìng	not sure, maybe
不一會兒	不一会儿	bù yīhuǐr5	Take a short while
部分	部分	bùfen	partial, department, section, partialness, slice, pars, part, det.: part, percent, partage, sphere, component, divvy, segment, portion, fraction, sector, chapter, share, percentage, piece, division, sectional, parcel
菜單	菜单	càidān	menu, CL:份[fen4],張|张[zhang1]
參觀	参观	cānguān	visit, tour
才	才	cái	then and only then, just now, only (before a number)
參加	参加	cānjiā	join, attend, take part in, give (advice/etc.)
草地	草地	cǎodì	lawn, meadow, sod, turf, CL:片[pian4]
層	层	céng	m.[proximation]
草	草	cǎo	female (of animals), herb, herbage, female, careless, hasty, grass, rough, wort, draft, straw
差不多	差不多	chàbuduō	good enough
長	长	zhǎng	long, be strong/good (in/at)
查	查	chá	look into, consult, look up, search, investigate, consultation, audit, examination, investigation, check, examine
常見	常见	chángjiàn	commonly seen
常用	常用	chángyòng	in common usage
場	场	chǎng	m.[event]
超過	超过	chāo guò	overpass, overreach, outwalk, outstrip, overstep, outmarch, distance, pass, overstride, outpace, overtop, surpass, crown, exceed, overtake, preponderate, overrun, top, outrun, go_over, transcend, outrange, transgress, go past, break, excess, overhaul, overshine
超市	超市	chāoshì	supermarket, abbr. for 超級市場|超级市场, CL:家[jia1]
車輛	车辆	chēliàng	voiture, vehicular traffic, vehicle, cars, vehicle traffic, car, vehicles, carriage, rolling_stock, equipment
成績	成绩	chéngjì	execution, carrying into action, achievement, result, showing, carrying out, performance, grade, success, doing, batting average
稱	称	chēng	call
重複	重复	chóngfù	repeat, duplicate
重新	重新	chóngxīn	over_again, newly, afresh, anew, again
