阿姨	阿姨	āyí	aunt, child's address to woman of similar age as parents, girl, babysitter, aunty, elderly unattached woman, cr#4 eche attendant, maiden aunt, family nurse, nursery/cr#4eche attendant, nurse, mother's sister, auntie, nursery eche attendant, child's address to woman of similar age, one's mother's sister
啊	啊	a	particle: used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation
愛國	爱国	àiguó	love one's country, patriotic
矮	矮	ǎi	short (of stature), low
愛護	爱护	àihù	cherish, treasure, take good care of
矮小	矮小	ǎixiǎo	short and small, low and small, undersized
按時	按时	ànshí	on time, before deadline, on schedule
安置	安置	ānzhì	find place for, help settle down, arrange for
暗示	暗示	ànshì	(drop a) hint, suggest
安	安	ān	surname An, content, calm, still, quiet, safe, secure, in good health, to find a place for, to install, to fix, to fit, to bring (a charge against sb), to pacify, to harbor (good intentions), security, safety, peace, ampere
百貨	百货	bǎihuò	general merchandise
暗	暗	àn	unclear, dull, hidden, dim, dusk, secret, dark
擺	摆	bǎi	place, put, arrange
擺動	摆动	bǎidòng	to sway, to swing, to move back and forth, to oscillate
巴士	巴士	bāshì	bus
擺脫	摆脱	bǎi tuō	disembroil, free oneself, cast/shake off, fling_off, break away from, shake_off, disinvolve, disentangle, shake off, shift, wangle, cast off, extricate oneself from, shake, waste, free oneself from, disburden, ditch, manage, lose, cast, unload, extricate oneself, prescind, unship, slip, wriggle, shunt
辦事	办事	bàn shì	dispose, handle affairs, work
包裹	包裹	bāoguǒ	to wrap up, to bind up, bundle, parcel, package, CL:個|个[ge4]
敗	败	bài	defeat, fail, lose, counteract, be defeated, beat, spoil, decay, wither
包括	包括	bāokuò	consist_of, consist of, subtend, embrace, comprise, incorporate, embody, involve, count, subsume, take_in, comprehend, incorporation, include, comprize, run, cover, package, consist in
寶	宝	bǎo	treasure
包含	包含	bāohán	comprehend, consist of, subtend, imply, boast, go, colligate, include, hold, encompass, embrace, bear, carry, comprise, incorporate, cover, embody, connote, consist in, house, subsume, contain
寶寶	宝宝	bǎobao	pet, sonny, darling baby, precious baby, baby, precious, poppet, sweetie, precious/darling baby
寶貝	宝贝	bǎobèi	treasured object, treasure, darling, baby, cowry, good-for-nothing, odd character
寶貴	宝贵	bǎoguì	valuable, precious
寶石	宝石	bǎoshí	precious stone, gem
保守	保守	bǎoshǒu	conservative
抱	抱	bào	hold/carry in arms, adopt, hatch, brood
背景	背景	bèijǐng	context, circumstance, locale, background, ground, stage setting, mise en scene, groundwork, background knowledge, frame, milieu, backcloth, scene, setting, backdrop
倍	倍	bèi	-fold, multiplication, diameter, double, times, twice as much
保密	保密	bǎo mì	maintain secrecy, hide, conceal, keep sth. secret, keep secret, hold_back
本科	本科	běnkē	undergraduate course, undergraduate (attributive)
薄	薄	báo	lacking in warmth, infertile, light, cold, weak, thin, despise, flimsy
比分	比分	bǐfēn	score
畢業	毕业	bì yè	graduate, finish school
笨	笨	bèn	dull, cumbersome, wooden-headed, clumsy, stupid, awkward
畢業生	毕业生	bìyèshēng	alumnus, postgraduate, grad, alum, alumna, graduating class, graduate
避	避	bì	avoid, preclude, evade, repel, prevent, forbid, ward off, shun, keep away, forestall, foreclose, stay away from
避免	避免	bìmiǎn	forbear, preclude, refrain_from, forebear, escape, help, elude, leapfrog, refrain from, stave_off, evite, shun, obviate, avoid, evade, waive, help oneself, ward_off, ward, miss, avert, ward off, balk, refrain
被迫	被迫	bèipò	forced, be forced, be compelled/forced, be compelled
辯論	辩论	biànlùn	argue, debate
標志	标志	biāozhì	earmark, banner, standing for, logo, symbol, marker, stamp, sign, symbolization, mark, emblem, seal, logotype, symbolizing, blip, marking, insignia
編	编	biān	group, arrangement, arrange, invent, entwine, weave, organize, edit, compilation, write, invention, pleach, cook up, plait, make up, braid, raddle, fabricate, compose, compile, fabrication
表情	表情	biǎoqíng	brow, air, countenance, glow, look, cast, visage, expression, facial expression, gesture, business, dramatics, facial gesture
表揚	表扬	biǎoyáng	praise, commend
別	别	bié	don't
冰	冰	bīng	ice
冰箱	冰箱	bīngxiāng	frig, electric refrigerator, fridge, freezer, refrigerator, deepfreeze, icebox, reefer, cooler, refrigeratory
冰雪	冰雪	bīngxuě	ice and snow
兵	兵	bīng	fighter, troops, armed force, arms, dogface, pawn in Ch. chess, military, weapons, private, soldier, ranker, joe, army, pawn, rank-and-file soldier
并	并	bìng	to be side by side, simultaneously, and
不要緊	不要紧	bù yàojǐn	unimportant, not serious, it doesn't matter, never mind, it looks all right, but
不管	不管	bùguǎn	conj.: no matter, regardless of
不在乎	不在乎	bù zàihu	not to care
布置	布置	bùzhì	dispose, embellish, arrange, set up, lay, assign, fix up, upholster
不然	不然	bùrán	conj.: otherwise, if not, or else
步行	步行	bùxíng	hoof it, tread, ambulate, leg it, foot, pedestrianize, footslog, tramp, go on foot, hoof, step, locomote, walk
才	才	cái	then and only then, just now, only (before a number)
擦	擦	cā	swab, shave, spread on, scrape, apply sth. on, spread sth. on, touch lightly, wipe, grate, rub, put/spread on, brush past, brush, obliterate, chafe, efface, sweep, scratch, fray, put on, apply, besmear, put, polish, scrape into shreds, fret, scrub, mop, erase
材料	材料	cáiliào	making, aggregate, stuff, ingredients, food, ingredient, data, fodder, material, datum, stock, makings, data point, timber
財富	财富	cáifù	opulence, pile, worth, fortune, moneybag, riches, mammon, substance, wealth, wealthy, gold, lucre, means, shekel, pelf, opulency, money, oof, nabobery
財產	财产	cáichǎn	aught, belonging, fortune, material possession, cash, riches, substance, assets, property, wealth, belongings, estate, seizin, thing, holding, possession, means, goods, asset, pelf, money, propertied, seisin, res, having
參考	参考	cānkǎo	consult, refer to
參與	参与	cānyù	participate in
採訪	采访	cǎifǎng	cover, interview, gather news
操場	操场	cāochǎng	schoolyard, school ground, school yard, drill ground, sportsground, playing field, playground, sports ground
操作	操作	cāozuò	operate, manipulate
測量	测量	cèliáng	survey, measure
測	测	cè	measure out, conjecture, measure, infer, survey, fathom
測試	测试	cèshì	test
茶葉	茶叶	cháyè	tea, tea leaf, tea leaves
產品	产品	chǎnpǐn	baby, brand, output, product, produce, end product, merchandise, fruitage, growth, manufacture, wares, production
曾	曾	céng	once, ever, before
長途	长途	chángtú	long-distance, long distance
唱片	唱片	chàngpiàn	pressing, waxing, cut, disc, phonogram, phonograph record, record, disk, wax, phonorecord, platter, recording, gramophone record, phonograph recording
常識	常识	chángshí	nous, reason, mother_wit, general knowledge, common_sense, mother wit, horse sense, public knowledge, common sense, sense, good sense, gumption, commonsense, wisdom
抄寫	抄写	chāoxiě	to copy, to transcribe
潮流	潮流	cháoliú	stream, tidal flow, tidal_current, tideway, trend, movement, wind, sea, fashion, tide, tidal current
抄	抄	chāo	to make a copy, to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms
潮	潮	cháo	tide, current, damp, moist, humid
徹底	彻底	chèdǐ	thorough, drastic, exhaustive, outright, complete
