1	爱
2	爱好
3	安排
4	安全
5	按照
6	吧
7	把
8	办法
9	办公室
10	办理
11	半
12	帮助
13	包
14	包括
15	饱
16	报告
17	报纸
18	抱歉
19	杯
20	被
21	本
22	比
23	比较
24	笔
25	必须
26	毕业
27	变化
28	遍
29	标志
30	标准
31	表格
32	别
33	别人
34	宾馆
35	不
36	不但……而且
37	不客气
38	部分
39	部门
40	才
41	菜单
42	参观
43	参加
44	餐厅
45	层
46	茶
47	差
48	差不多
49	产品
50	长chang
51	唱歌
52	超市
53	衬衫
54	成功
55	城市
56	乘客
57	吃饭
58	迟到
59	出
60	出差
61	出发
62	出现
63	出租车
64	除了
65	穿
66	传真
67	船
68	窗户
69	次
70	从
71	错
72	打
73	打算
74	打印
75	打折
76	大
77	大概
78	大家
79	带
80	戴
81	担心
82	单位
83	当然
84	导游
85	到
86	到达
87	地
88	得
89	的
90	登机牌
91	等
92	低
93	地方
94	地铁
95	地图
96	地址
97	点
98	电话
99	电脑
100	电视
101	电梯
102	电子邮件
103	订
104	东西
105	懂
106	都
107	读
108	短
109	锻炼
110	对
111	对不起
112	多
113	多少
114	发
115	发票
116	发烧
117	发生
118	发现
119	发展
120	反正
121	返回
122	方
123	方便
124	方法
125	方向
126	房间
127	访问
128	放
129	放假
130	飞机
131	非常
132	份
133	服务员
134	付款
135	负责
136	附近
137	复印
138	改变
139	敢
140	感冒
141	感谢
142	干
143	干杯
144	干净
145	刚才
146	高
147	高兴
148	告诉
149	个
150	各
151	给
152	根据
153	跟
154	更
155	工厂
156	工资
157	工作
158	公共汽车
159	公里
160	公司
161	购物
162	够
163	顾客
164	刮风
165	关
166	关键
167	关系
168	关心
169	关于
170	管理
171	光临
172	广告
173	贵
174	国际
175	国家
176	过
177	还
178	还是
179	汉语
180	航班
181	好
182	好吃
183	号
184	号码
185	喝
186	合适
187	合同
188	合作
189	和
190	很
191	护照
192	花费
193	坏
194	欢迎
195	换
196	回
197	回答
198	会
199	会议
200	活动
201	火车
202	或者
203	货物
204	机场
205	机会
206	极
207	急
208	几
209	计划
210	计算
211	记得
212	记录
213	寄
214	加油
215	家
216	价格
217	检查
218	减少
219	简单
220	简历
221	见面
222	件
223	建议
224	健康
225	将
226	讲
227	交
228	交通
229	叫
230	觉得
231	接
232	街道
233	节日
234	结束
235	结帐
236	解决
237	介绍
238	借
239	斤
240	今天
241	紧张
242	进
243	进口
244	进行
245	近
246	禁止
247	经常
248	经过
249	经理
250	经验
251	久
252	就
253	举办
254	举行
255	聚会
256	决定
257	咖啡
258	开
259	开始
260	看
261	看法
262	考虑
263	可能
264	可以
265	客户
266	客人
267	空
268	空调
269	裤子
270	快
271	困难
272	来
273	劳驾
274	老
275	老板
276	了
277	累
278	冷
279	离
280	离开
281	礼物
282	联系
283	辆
284	聊天
285	了解
286	领带
287	另外
288	留言
289	楼
290	路
291	旅行社
292	旅游
293	麻烦
294	马上
295	吗
296	买
297	卖
298	满
299	满意
300	忙
301	没关系
302	没有
303	每
304	门
305	米
306	秘书
307	免费
308	名片
309	名字
310	明天
311	拿
312	哪（哪儿）
313	那（那儿）
314	男
315	难
316	呢
317	能
318	你（你们）
319	年龄
320	年轻
321	您
322	努力
323	女
324	跑步
325	朋友
326	啤酒
327	便宜
328	漂亮
329	票
330	其实
331	其他
332	其中
333	奇怪
334	企业
335	起床
336	起飞
337	签
338	签证
339	钱
340	桥
341	轻
342	清楚
343	情况
344	晴
345	请
346	取
347	去
348	去年
349	全部
350	缺
351	然后
352	让
353	热
354	人
355	人民币
356	认识
357	认为
358	认真
359	日程
360	日期
361	容易
362	如果
363	入口
364	伞
365	商店
366	商量
367	商务
368	商业
369	上班
370	上网
371	上午
372	少
373	设计
374	身体
375	什么
376	生病
377	生产
378	生活
379	生意
380	时候
381	时间
382	时刻
383	使用
384	世界
385	市场
386	事情
387	试
388	是
389	适合
390	收
391	收入
392	手机
393	手续
394	瘦
395	舒服
396	数字
397	刷
398	双
399	谁
400	水
401	水果
402	水平
403	税
404	睡觉
405	说
406	说明
407	司机
408	送
409	虽然……但是
410	岁
411	所有
412	他（他们）
413	它
414	她
415	台
416	太
417	谈
418	谈判
419	趟
420	讨论
421	套
422	特点
423	疼
424	提高
425	提前
426	提醒
427	天气
428	填
429	条
430	条件
431	调查
432	听
433	停
434	挺
435	通知
436	同事
437	同意
438	头发
439	突然
440	退
441	完
442	完成
443	晚
444	晚上
445	往
446	忘记
447	为
448	为了
449	为什么
450	位
451	温度
452	文件
453	文件夹
454	问
455	问题
456	我（我们）
457	西装
458	吸烟
459	希望
460	习惯
461	洗手间
462	喜欢
463	下午
464	下雨
465	先
466	先生
467	现金
468	现在
469	相信
470	想
471	向
472	项
473	消息
474	销售
475	小
476	小姐
477	小心
478	笑
479	些
480	鞋
481	写
482	谢谢
483	新
484	新闻
485	信
486	信用卡
487	行
488	行李箱
489	兴趣
490	幸会
491	性别
492	姓
493	休息
494	修改
495	修理
496	需要
497	选择
498	学习
499	学校
500	颜色
501	眼镜
502	宴会
503	要求
504	邀请
505	药
506	要
507	也
508	业务
509	一般
510	一点儿
511	一定
512	一共
513	一会儿
514	一起
515	一下
516	一样
517	一直
518	衣服
519	医生
520	医院
521	已经
522	以后
523	以为
524	意见
525	意思
526	因为……所以
527	阴天
528	银行
529	饮料
530	营业
531	影响
532	应该
533	用
534	优惠
535	由
536	由于
537	邮局
538	有
539	有名
540	又
541	愉快
542	预约
543	遇到
544	员工
545	原因
546	远
547	愿意
548	运动
549	再
550	再见
551	在
552	早
553	早上
554	怎么
555	怎么样
556	增加
557	站
558	张
559	涨
560	账号
561	招聘
562	找
563	照片
564	照相机
565	这（这儿）
566	着
567	真
568	正确
569	正在
570	支付
571	支票
572	只（三声）
573	知道
574	直接
575	制作
576	质量
577	中间
578	中午
579	中心
580	终于
581	种
582	重
583	重量
584	重要
585	主任
586	主要
587	住
588	祝
589	专家
590	转
591	准
592	桌子
593	自己
594	总
595	走
596	最
597	昨天
598	坐
599	座
600	做
